0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0.270497,-0.40125468,-0.79778206,-0.36311132,1.2843658,-0.05168335,-0.16111019,0.08794839,1.358572,-1.2482824,0.5645267,0.44769552,0.18545565,0.01936677,-1.4406807,-0.9101181,-0.33006904,-0.5764691,1.954647,-0.84978855,-0.2330326,1.5532471,-0.13101493,0.5236384,0.24517101,0.2381451,-0.75190187,-1.8977332,-0.48709983,1.574242,6.1215477,-0.21774809,-0.6474639,-0.19757083,-3.4177172,0.2830904,0.30463222,0.6934672,0.9706631,-0.9168285,0.33797568,-0.32188606,0.58818465,0.3821411,-1.4979146,0.32788897,1.203578,0.39203435,0.33168012,0.31105363,-0.3788309,0.859499,-0.357744,-0.435905,-0.19545735,-0.8518247,-0.04556757,1.3169987,-0.39503324,0.1863303,-0.47869158,-1.4318913,-0.36743015,-0.3747324,-0.87450635,1.715316,-0.8146591,-0.020273358,-0.5289776,-0.17897558
0.52872986,-0.06817648,-0.22328927,0.26641557,-0.12498112,-0.61114466,0.04150863,0.029134756,1.6807119,-0.24342304,-0.21659163,-0.14415051,0.9185121,-0.15689121,0.29821664,-0.1522818,-0.52227986,0.2037551,-0.9553215,-0.19395904,-0.65871644,-0.05524639,-0.08512771,-0.21954212,0.14872113,0.0199357,0.5263637,0.32419026,1.1911482,-0.04979479,-4.4743524,0.039630756,-0.0029001758,0.016649872,-1.0945609,-0.09010513,0.70058537,0.20887147,-0.45982864,-0.17608418,0.07065638,0.5378934,-2.1417122,-0.59813184,0.20384993,-0.07876231,0.3886399,-1.0995452,0.9045857,-0.14901549,-0.05191098,-0.06522764,0.0014306079,-0.11565004,0.08947021,0.35602027,-0.5157369,-1.2031364,-0.34384006,0.6066684,-0.32910064,0.028913837,0.4676592,0.4990615,0.35691786,0.66657937,0.15117091,-1.0694119,-0.6713911,0.27249604
-0.47297966,-0.29665998,-0.74084634,-0.4310676,0.4574375,-1.4503726,-0.056520205,-1.4153627,-1.6437339,-2.4413984,-0.77432775,0.07773608,-0.24351722,0.3709838,0.7396388,0.30362698,-0.44793963,0.069142945,-1.1989787,-0.004208162,-0.3299567,0.3793814,0.97633904,0.6749155,-0.99165213,-0.30938607,-0.28200617,0.16450273,1.0595142,-0.5160633,-4.431887,-0.3352416,-0.5049746,0.48623836,-0.51488495,0.06470615,0.29035997,0.4325934,0.31214824,-0.012051551,-1.5388683,-0.044027533,-1.1520706,0.6650194,0.4205793,-0.21328159,0.46183017,-0.27356026,0.6828778,-1.6464912,-0.8455523,0.13116948,-0.07458214,0.6750829,-0.09674159,1.818189,-0.5293332,-1.3848882,-0.94457513,0.3436361,0.3979808,1.0169909,-0.066378705,0.16208555,-0.90254444,-0.2892743,0.74948007,0.45290297,-1.4556593,-1.6513412
0.44215667,0.11285623,-0.08160084,0.28133154,-0.43260786,0.2792646,0.3330892,0.59474707,-0.361263,0.8413598,0.26400512,-0.14421783,0.17789242,-0.012463665,0.51499444,0.23064648,0.20672922,0.10578217,-1.411495,1.0391116,-0.26765907,-0.93943876,0.089005426,1.1110271,-0.31115195,-0.33376393,0.7678475,0.74503976,-0.04983822,-0.21682048,9.981486,0.22796035,-0.27775863,-0.06779285,-7.9292874,-0.15505123,0.16885045,0.24556144,-1.1015531,0.48529458,-0.613352,0.93000305,-0.11427583,0.118760884,1.0486829,0.047145855,-1.0338151,0.45112497,1.4649593,0.8594165,-0.4040434,0.39207977,-0.504515,-0.4807619,0.07227871,-0.16877708,-0.5830637,-1.0890478,0.38271937,-0.46632296,-0.0061730016,-0.4787026,-0.1077582,-0.08829175,1.4996674,-0.21334496,-0.24840908,-0.64619803,0.37172508,0.528653
0.18855937,0.5585451,0.036339864,0.08839519,-0.109271854,-0.15343462,0.46184707,0.3036458,2.075278,0.643678,0.33310044,-0.71188873,2.160172,-1.2627616,-2.149958,0.050221838,0.16227087,-0.16348667,-0.27034843,0.84472394,-0.41754508,-0.10866359,0.13001081,0.37739012,-0.26150215,0.44201064,-0.25041834,-0.6753705,0.7363707,0.54623014,-4.2331643,-1.3751693,-0.23405734,0.78560317,-0.79050994,-0.44676337,0.4865095,1.5055301,-0.19806145,-0.077646405,0.2938694,0.8171696,-0.79987323,-0.38031393,0.42849565,1.0610374,0.89185053,0.53739494,0.4486226,0.3377766,0.0773246,0.23650259,-0.33076772,-0.9416138,0.021648137,-0.6905479,-0.8856841,0.90379006,0.11373954,-0.12248746,0.17607112,0.15894903,-0.010945478,-0.06760196,0.6008251,0.0027226312,-0.15510513,-0.20587245,0.7900421,0.38244718
0.05210004,-0.39164436,0.34423068,-0.2592432,-0.47826195,-0.1520698,-0.17530826,0.21450582,-0.6117748,-0.11212807,-0.25439888,-0.28551188,0.15497105,-0.123385765,-0.5520067,0.35342422,0.44346768,-0.19552512,-0.91588116,0.45472276,-0.3801016,0.61325514,-0.07816855,0.72986037,0.36330032,0.08492441,-0.15680876,0.81752896,-0.07341089,-0.19739312,-3.598938,0.29047358,0.9099016,0.21712115,-0.17767799,-0.31060776,-0.19425091,-0.101390556,-0.35100654,1.3086298,0.0832422,0.10214975,1.1056387,0.3795823,-0.63531023,-0.17535736,-0.31167427,0.7910729,0.32168788,-0.22429992,-0.4175051,-0.111472264,-0.60176784,0.36916223,-0.30101648,-1.0711231,-0.22332464,1.5451672,0.14101541,0.7494681,0.4103444,-0.40690625,0.05011334,-0.23132819,-0.12579767,1.0212363,-0.06982432,0.23862061,-0.25994086,-0.69700354
0.045663632,0.24510756,0.19934969,-0.3566053,0.36019874,-0.5829179,-0.5407091,-0.20190264,0.109347805,-0.106862985,-0.15833047,-0.27748212,2.5974631,-0.02597146,0.060136292,0.134712,-0.025823575,0.22860609,-0.39491364,-0.10304463,-0.1908684,0.17881183,0.12345054,-0.007337699,0.13607849,-0.23398389,-0.029388899,-0.30612922,0.41015562,-1.0548552,-4.285406,-0.23349036,0.24311402,0.9177922,-0.62255925,-0.16482624,0.015580505,0.7417895,0.30412975,0.4728044,0.21838515,0.01247685,-1.5178796,-0.20926407,0.34128398,0.5629293,0.83535606,-0.09998505,1.2041756,-0.21397729,0.44892958,0.32321906,-0.42652613,-0.66363037,0.23942448,0.15830792,-0.16323245,-0.77685755,-0.2503888,-0.0030693933,-0.41347876,0.22045141,0.41231695,0.07965781,-0.439729,0.77375686,-0.10419042,-0.014775984,-0.51315236,-0.21400382
0.8296386,0.36473182,0.7921919,0.83746374,-0.11137615,0.6630658,0.037733976,1.0190843,-0.11564501,-0.78740966,-0.07571561,-0.36725488,-1.5342321,-0.3689517,-1.1179956,0.5187171,0.37169275,0.2050374,-1.0205704,-0.41304335,0.019028928,-1.0962292,-0.23167287,-0.30437508,0.6778146,0.25638032,0.23718138,0.1907039,-0.7994461,0.096228905,-3.6677349,0.59457964,1.0627495,-0.31884816,0.80461025,-0.40438363,0.08105141,0.48961154,0.049162105,-0.70855826,0.820036,0.03867932,0.9145503,1.0139612,-0.4006408,0.87352115,-0.82163835,0.4821868,-0.30074203,0.9429516,-0.562027,-0.378563,0.74320346,0.3449742,0.51553833,-0.7905357,1.8122503,0.5094327,0.67004114,-0.24225165,0.49949023,-0.7100147,-0.089976974,-0.52778363,-0.28048822,0.21425426,-1.266819,-0.08120037,0.96487665,0.59750897
0.4422617,-0.1371302,-0.6622579,0.034868475,0.2324029,0.7606577,0.24750918,0.60443646,0.68491894,-0.3186587,-0.24344318,0.43653,-3.1662133,-0.026913324,-0.051883195,1.2192205,0.5124804,-0.550884,-2.5299013,-0.7092518,0.278935,-1.1783727,0.16051911,1.6775026,-0.21270381,-0.5435111,-0.2865458,1.0344381,-0.024171209,0.667071,-4.248804,-0.24010603,-1.0106571,0.050168484,-0.9526764,-0.28062353,0.7269016,-0.37827542,-1.8419276,0.18476152,0.42685527,-0.58932436,2.1855304,0.8736155,-0.52591205,0.7581162,-0.39585635,0.49049887,0.01588949,-0.07974786,-1.5835259,-0.015779447,0.57315737,0.41634414,-0.40677014,0.14278269,-1.2894392,0.5143876,-0.8151324,-0.05508358,0.06576984,-0.31876183,0.12585527,0.16624397,-0.030909898,-1.4823097,-0.23484875,-0.7505863,0.15678269,1.1323816
0.13476855,0.294071,-0.3310701,-0.015806776,-0.2574453,0.65528184,-0.26057464,0.09607926,-0.42278653,-0.18336691,0.09144133,0.08086642,2.399019,-0.7620846,-0.16772997,-0.5419952,-0.58572906,-0.10647161,-0.41739368,0.87930304,-0.7165714,0.35282743,0.37312353,0.3213555,0.050505273,0.33899733,0.15258414,0.03746355,0.06740411,-0.38865465,-4.414607,0.060276754,-0.009166315,0.0011870479,-0.5353911,-0.2946808,-0.3519991,0.10357419,0.61941886,0.076435685,-0.6003392,0.75456655,-2.1372795,0.0003170711,0.49552274,0.13557132,0.28103986,0.40198708,0.7552145,-0.5006943,0.13934329,-0.4996767,-0.3120099,0.30535498,0.5148561,-0.110888936,-0.6887216,-1.0671492,0.10344904,0.4173407,-0.24604492,0.20581956,0.769611,0.7115218,0.34369156,0.7342053,-0.14606993,0.6518205,0.55463886,-0.6623818
